project,title,description,story_points
MESOS,"""Remove remnants of LIBPROCESS_STATISTICS_WINDOW""","""""""As seen in MESOS-1283, LIBPROCESS_STATISTICS_WINDOW is no longer needed since metrics now require specification of a window size, and default to no history if not provided.  Some commented-out code remnants associated with this environment variable still remain and should be removed.""""""",1
MESOS,"""Add a protobuf to represent time with integer precision.""","""""""Existing timestamps in the protobufs use {{double}} to encode time.  Generally, the field represents seconds (with the decimal component to represent smaller denominations of time).  This is less than ideal.  Instead, we should use integers, so as to not lose data (and to be able to compare value reliably).  Something like: """"""",1
MESOS,"""Failing ROOT_ tests on CentOS 7.1 - MesosContainerizerLaunchTest""","""""""h2. MesosContainerizerLaunchTest  This is one of several ROOT failing tests: we want to track them *individually* and for each of them decide whether to:  * fix; * remove; OR * redesign.  (full verbose logs attached)  h2. Steps to Reproduce  Completely cleaned the build, removed directory, clean pull from {{master}} (SHA: {{fb93d93}}) - same results, 9 failed tests:  """"""",5
MESOS,"""Failing ROOT_ tests on CentOS 7.1 - LinuxFilesystemIsolatorTest""","""""""h2. LinuxFilesystemIsolatorTest  This is one of several ROOT failing tests: we want to track them *individually* and for each of them decide whether to:  * fix; * remove; OR * redesign.  (full verbose logs attached)  h2. Steps to Reproduce  Completely cleaned the build, removed directory, clean pull from {{master}} (SHA: {{fb93d93}}) - same results, 9 failed tests:  """"""",5
MESOS,"""Failing ROOT_ tests on CentOS 7.1 - ContainerizerTest""","""""""h2. ContainerizerTest.ROOT_CGROUPS_BalloonFramework  This is one of several ROOT failing tests: we want to track them *individually* and for each of them decide whether to:  * fix; * remove; OR * redesign.  (full verbose logs attached)  h2. Steps to Reproduce  Completely cleaned the build, removed directory, clean pull from {{master}} (SHA: {{fb93d93}}) - same results, 9 failed tests:  """"""",5
MESOS,"""Failing ROOT_ tests on CentOS 7.1 - UserCgroupIsolatorTest""","""""""h2. UserCgroupIsolatorTest  This is one of several ROOT failing tests: we want to track them *individually* and for each of them decide whether to:  * fix; * remove; OR * redesign.  (full verbose logs attached)  h2. Steps to Reproduce  Completely cleaned the build, removed directory, clean pull from {{master}} (SHA: {{fb93d93}}) - same results, 9 failed tests:  """"""",5
MESOS,"""Failing ROOT_ tests on CentOS 7.1 - LimitedCpuIsolatorTest""","""""""h2. LimitedCpuIsolatorTest.ROOT_CGROUPS_Pids_and_Tids  This is one of several ROOT failing tests: we want to track them *individually* and for each of them decide whether to:  * fix; * remove; OR * redesign.  (full verbose logs attached)  h2. Steps to Reproduce  Completely cleaned the build, removed directory, clean pull from {{master}} (SHA: {{fb93d93}}) - same results, 9 failed tests:  """"""",5
MESOS,"""Master should drop HTTP calls when it's recovering""","""""""Much like what we do with PID based frameworks, master should drop HTTP calls if it's not the leader and/or still recovering.""""""",3
MESOS,"""Add DockerRegistry unit tests""","""""""Add unit tests suite for docker registry implementation.  This could include:  - Creating mock docker registry server - Using openssl library for digest functions.""""""",5
MESOS,"""Implement docker registry client""","""""""Implement the docker registry client as per design document:  https://docs.google.com/document/d/1kE-HXPQl4lQgamPIiaD4Ytdr-N4HeQc4fnE93WHR4X4/edit""""""",5
MESOS,"""downloadWithHadoop tries to access Error() for a valid Try<bool>""","""""""This was reported while trying to install Hadoop / Mesos integration:   This is, however, a genuine bug in {{src/launcher/fetcher.cpp#L99}}:   The root cause is that (probably) the HDFS client is not available on the slave; however, we do not {{error()}} but rather return a {{false}} result.  The bug is exposed in the {{return}} line, where we try to retrieve {{available.error()}} (which is not there - it's just `false`).  This was a 'latent' bug that has been exposed by (my) recent refactoring of {{os::shell}} which is used by {{hdfs.available()}} under the covers.""""""",1
MESOS,"""JSON representation of Protobuf should use base64 encoding for 'bytes' fields.""","""""""Currently we encode 'bytes' fields as UTF-8 strings, which is lossy for binary data due to invalid byte sequences! In order to encode binary data in a lossless fashion, we can encode 'bytes' fields in base64.  Note that this is also how proto3 does its encoding (see [here|https://developers.google.com/protocol-buffers/docs/proto3?hl=en#json]), so this would make migration easier as well.""""""",3
MESOS,"""Create a user doc for Scheduler HTTP API""","""""""We need to convert the design doc into user doc that we can add to our docs folder.""""""",3
MESOS,"""Master fails to access replicated log after network partition""","""""""In a 5 node cluster with 3 masters and 2 slaves, and ZK on each node, when a network partition is forced, all the masters apparently lose access to their replicated log. The leading master halts. Unknown reasons, but presumably related to replicated log access. The others fail to recover from the replicated log. Unknown reasons. This could have to do with ZK setup, but it might also be a Mesos bug.   This was observed in a Chronos test drive scenario described in detail here: https://github.com/mesos/chronos/issues/511  With setup instructions here: https://github.com/mesos/chronos/issues/508  """"""",8
MESOS,"""EventCall Test Framework is flaky""","""""""Observed this on ASF CI. h/t [~<EMAIL>]  Looks like the HTTP scheduler never sent a SUBSCRIBE request to the master.  """"""",5
MESOS,"""JSON serialization/deserialization of bytes is incorrect""","""""""Currently, we use our own serialization of bytes in json.hpp but we use picojson for deserialization.  We've observed that for some bytes the serialization results in a string that is incorrectly decoded by picojson.  Example:  String = """"""""""""""""\""""""""\\/\b\f\n\r\t\x00\x19 !#[]\x7F\xFF""""""""  Result of our own encoding:  """"""""\""""""""\\\""""""""\\\\\\/\\b\\f\\n\\r\\t\\u0000\\u0019 !#[]\\u007f\xFF\""""""""""""""""  picojson's encoding: """"""""\""""""""\\\""""""""\\\\\\/\\b\\f\\n\\r\\t\\u0000\\u0019 !#[]\\u007F\\u00FF\""""""""""""""""  Fix: We just use picojson to serialize bytes for consistency.""""""",2
MESOS,"""Stopping/Completing maintenance needs to reactivate agents.""","""""""After using the {{/maintenance/stop}} endpoint to end maintenance on a machine, any deactivated agents must be reactivated and allowed to register with the master.""""""",5
MESOS,"""Starting maintenance needs to deactivate agents and kill tasks.""","""""""After using the {{/maintenance/start}} endpoint to begin maintenance on a machine, agents running on said machine should: * Be deactivated such that no offers are sent from that agent.  (Investigate if {{Master::deactivate(Slave*)}} can be used or modified for this purpose.) * Kill all tasks still running on the agent (See MESOS-1475). * Prevent other agents on that machine from registering or sending out offers.  This will likely involve some modifications to {{Master::register}} and {{Master::reregister}}.  """"""",8
MESOS,"""HTTPTest.NestedGet is flaky""","""""""[ RUN      ] HTTPTest.NestedGet ../../../3rdparty/libprocess/src/tests/http_tests.cpp:459: Failure Value of: response.get().status   Actual: """"""""202 Accepted"""""""" Expected: http::statuses[200] Which is: """"""""200 OK"""""""" *** Aborted at 1439569965 (unix time) try """"""""date -d @1439569965"""""""" if you are using GNU date *** PC: @           0x63abe8 testing::UnitTest::AddTestPartResult() *** SIGSEGV (@0x0) received by PID 25766 (TID 0x7f499415c780) from PID 0; stack trace: ***     @     0x7f499224dca0 (unknown)     @           0x63abe8 testing::UnitTest::AddTestPartResult()     @           0x62f6af testing::internal::AssertHelper::operator=()     @           0x43cd78 HTTPTest_NestedGet_Test::TestBody()     @           0x65935e testing::internal::HandleSehExceptionsInMethodIfSupported<>()     @           0x653c5e testing::internal::HandleExceptionsInMethodIfSupported<>()     @           0x6349a3 testing::Test::Run()     @           0x635128 testing::TestInfo::Run()     @           0x635778 testing::TestCase::Run()     @           0x63c0e2 testing::internal::UnitTestImpl::RunAllTests()     @           0x65a11d testing::internal::HandleSehExceptionsInMethodIfSupported<>()     @           0x654958 testing::internal::HandleExceptionsInMethodIfSupported<>()     @           0x63ae08 testing::UnitTest::Run()     @           0x4877f9 RUN_ALL_TESTS()     @           0x487613 main     @     0x7f49915739f4 __libc_start_main """"""",2
MESOS,"""Cgroup CHECK fails test harness""","""""""CHECK in clean up of ContainerizerTest causes test harness to abort rather than fail or skip only perf related tests.  [ RUN      ] SlaveRecoveryTest/0.RestartBeforeContainerizerLaunch [       OK ] SlaveRecoveryTest/0.RestartBeforeContainerizerLaunch (628 ms) [----------] 24 tests from SlaveRecoveryTest/0 (38986 ms total)  [----------] 4 tests from MesosContainerizerSlaveRecoveryTest [ RUN      ] MesosContainerizerSlaveRecoveryTest.ResourceStatistics ../../src/tests/mesos.cpp:720: Failure cgroups::mount(hierarchy, subsystem): 'perf_event' is already attached to another hierarchy ------------------------------------------------------------- We cannot run any cgroups tests that require a hierarchy with subsystem 'perf_event' because we failed to find an existing hierarchy or create a new one (tried '/tmp/mesos_test_cgroup/perf_event'). You can either remove all existing hierarchies, or disable this test case (i.e., --gtest_filter=-MesosContainerizerSlaveRecoveryTest.*). ------------------------------------------------------------- F0811 17:23:43.874696 12955 mesos.cpp:774] CHECK_SOME(cgroups): '/tmp/mesos_test_cgroup/perf_event' is not a valid hierarchy  *** Check failure stack trace: ***     @     0x7fb2fb4835fd  google::LogMessage::Fail()     @     0x7fb2fb48543d  google::LogMessage::SendToLog()     @     0x7fb2fb4831ec  google::LogMessage::Flush()     @     0x7fb2fb485d39  google::LogMessageFatal::~LogMessageFatal()     @           0x4e3f98  _CheckFatal::~_CheckFatal()     @           0x82f25a  mesos::internal::tests::ContainerizerTest<>::TearDown()     @           0xc030e3  testing::internal::HandleExceptionsInMethodIfSupported<>()     @           0xbf9050  testing::Test::Run()     @           0xbf912e  testing::TestInfo::Run()     @           0xbf9235  testing::TestCase::Run()     @           0xbf94e8  testing::internal::UnitTestImpl::RunAllTests()     @           0xbf97a4  testing::UnitTest::Run()     @           0x4a9df3  main     @     0x7fb2f9371ec5  (unknown)     @           0x4b63ee  (unknown) Build step 'Execute shell' marked build as failure""""""",2
MESOS,"""Ignore no statistics condition for containers with no qdisc""","""""""In PortMappingStatistics::execute, we log the following errors to stderr if the egress rate limiting qdiscs are not configured inside the container.    This can occur because of an error reading the qdisc (statistics function return an error) or because the qdisc does not exist (function returns none).    We should not log an error when the qdisc does not exist since this is normal behaviour if the container is created without rate limiting.  We do not want to gate this function on the slave rate limiting flag since we would have to compare the behaviour against the flag value at the time the container was created.""""""",2
MESOS,"""http::get API evaluates """"host"""" wrongly""","""""""Currently libprocess http API sets the """"""""Host"""""""" header field from the peer socket address (IP:port). The problem is that socket address might not be right HTTP server and might be just a proxy. """"""",1
MESOS,"""Update FrameworkInfo.user on framework reregistration""","""""""Part 1 - Add user to master's state and update user in all slaves that have the registered framework.  Part 2 - Add test and also user to slave's internal state.""""""",5
MESOS,"""HTTP requests with nested path are not properly handled by libprocess""","""""""For example, if master adds a route """"""""/api/v1/scheduler"""""""",  a handler named """"""""api/v1/scheduler"""""""" is added to 'master' libprocess.  But when a request is posted to the above path, process::visit() looks for a http handler named """"""""api"""""""" instead of """"""""api/v1/scheduler"""""""".  Ideally libprocess should look for handlers in the following preference order:  """"""""api/v1/scheduler""""""""  --> """"""""api/v1"""""""" --> """"""""api""""""""  """"""",2
MESOS,"""Updated slave task label decorator hook to pass in ExecutorInfo.""","""""""If that task being launched has a command executor, there is no way for the hook to determine the executor-id for that task. The executor-id is sometimes required by the label decorators for accounting purposes and for preparing ground for executor-environment-decorator (which is not passed the TaskInfo).""""""",1
MESOS,"""FetcherCacheHttpTest.HttpCachedSerialized and FetcherCacheHttpTest.HttpCachedConcurrent are flaky""","""""""On OSX, {{make clean && make -j8 V=0 check}}:   This was encountered just once out of 3+ {{make check}}s.""""""",2
MESOS,"""Introduce an Either type.""","""""""We currently don't have an abstraction in stout to capture the notion of having a container with many types and a single value. For example, in our abstractions like Try, rather than being able to say {{Either<Error, Value> t}} we must encode two Options ({{Option<Error>}}, {{Option<T>}}) with the implicit invariant that exactly one will be set.  This also comes in handy in many other places in the code. Note that we have the ability to (1) use C++11 unions now, as well as (2) use boost's variant directly instead of introducing Either. However, creating a named union every time this is needed is verbose, and unions require that we externally track which member is set. For variant, we already use this (e.g. json.hpp), but we can benefit from the better naming as Either.  Many languages expose Either as having only two values, left and right. I'd propose making this two or more, as is the case with variant.""""""",5
MESOS,"""some variables in version.hpp use `Type &var` instead of `Type& var`""","""""""Some variables in  3rdparty/libprocess/3rdparty/stout/include/stout/version.hpp violate Mesos code style of biding '&' and '*' to the type name  (as opposed to binding to the variable name).""""""",1
MESOS,"""Implement docker registry client""","""""""Implement the following functionality:  - fetch manifest from remote registry based on authorization method dictated by the registry. - fetch image layers from remote registry  based on authorization method dictated by the registry.. """"""",5
MESOS,"""CgroupsAnyHierarchyWithPerfEventTest failing on Ubuntu 14.04""","""""""[ RUN      ] CgroupsAnyHierarchyWithPerfEventTest.ROOT_CGROUPS_Perf ../../src/tests/containerizer/cgroups_tests.cpp:172: Failure (cgroups::destroy(hierarchy, cgroup)).failure(): Failed to remove cgroup '/sys/fs/cgroup/perf_event/mesos_test': Device or resource busy ../../src/tests/containerizer/cgroups_tests.cpp:190: Failure (cgroups::destroy(hierarchy, cgroup)).failure(): Failed to remove cgroup '/sys/fs/cgroup/perf_event/mesos_test': Device or resource busy [  FAILED  ] CgroupsAnyHierarchyWithPerfEventTest.ROOT_CGROUPS_Perf (9 ms) [----------] 1 test from CgroupsAnyHierarchyWithPerfEventTest (9 ms total) """"""",3
MESOS,"""Design doc for docker registry token manager""","""""""Create design document for describing the component and interaction between Docker Registry Client and remote Docker Registry for token based authorization.""""""",2
MESOS,"""As a Java developer I want a simple way to obtain information about Master from ZooKeeper""","""""""With the new JSON {{MasterInfo}} published to ZK, we want to provide a simple library class for Java Framework developers to retrieve info about the masters and the leader.""""""",2
MESOS,"""As a Python developer I want a simple way to obtain information about Master from ZooKeeper""","""""""With the new JSON {{MasterInfo}} published to ZK, we want to provide a simple library class for Python developers to retrieve info about the masters and the leader.""""""",2
MESOS,"""Fetch checksum files to inform fetcher cache use""","""""""This is the first part of phase 1 as described in the comments for MESOS-2073. We add a field to CommandInfo::URI that contains the URI of a checksum file. When this file has new content, then the contents of the associated value URI needs to be refreshed in the fetcher cache.   In this implementation step, we just add the above basic functionality (download, checksum comparison). In later steps, we will add more control flow to cover corner cases and thus make this feature more useful. """"""",3
MESOS,"""C++ style guide is not rendered correctly (code section syntax disregarded)""","""""""Some paragraphs at the bottom of docs/mesos-c++-style-guide.md containing code sections are not rendered correctly by the web site generator. It looks fine in a github gist and apparently the syntax used is correct.   """"""",1
MESOS,"""No need to checkpoint container root filesystem path.""","""""""Given the design discussed in [MESOS-3004|https://issues.apache.org/jira/browse/MESOS-3004], one container might have multiple provisioned root filesystems. Only checkpointing the root filesystem for ContainerInfo::image does not make sense.  Also, we realized that checkpointing container root filesystem path is not necessary because each provisioner should be able to destroy root filesystems for a given container based on a canonical directory layout (e.g., <appc_rootfs_dir>/<container_id>/xxx).""""""",3
